record_id,epoch_idx,consensus_stage,y_stage,agreement_frac,disagreement,ambiguous,n_scorers,ref_scorer_id,ref_scorer_stage,ref_scorer_y,EMG chin_mean,EMG chin_std,EMG chin_rms,EMG chin_delta_relpow,EMG chin_theta_relpow,EMG chin_alpha_relpow,EMG chin_sigma_relpow,EMG chin_beta_relpow
SN1,60,N2,2,0.9166666666666666,0.08333333333333337,0,12,1,N2,2,-8.324728191443701e-07,1.1405004398466714e-05,1.1435345920594588e-05,0.5282218144138052,0.17629967906430555,0.12282214105487428,0.057283111024739826,0.07592113837317464
SN1,61,N2,2,0.9166666666666666,0.08333333333333337,0,12,1,N2,2,-8.206432807532298e-07,1.5067128572385113e-05,1.5089460520874472e-05,0.6374307568729063,0.10269610001287503,0.08565931331089527,0.120467247471661,0.021460707927893594
SN1,62,N2,2,0.8333333333333334,0.16666666666666663,0,12,1,N2,2,-8.055678377136701e-07,1.132175904311796e-05,1.1350381816114468e-05,0.543831750631355,0.1570887778777672,0.1455209945229496,0.08343827517557556,0.0329944436980734
SN1,63,N2,2,0.5833333333333334,0.41666666666666663,1,12,1,N2,2,-7.29726502178904e-07,1.4039155352846136e-05,1.405810740424651e-05,0.6461308290551598,0.13408253069342066,0.0989559925507935,0.06382958827740386,0.02039922333253008
SN1,64,N2,2,0.5833333333333334,0.41666666666666663,1,12,1,N2,2,-8.289527715321865e-07,1.413490875197119e-05,1.4159195179245981e-05,0.5916107597251781,0.14500828495939128,0.10940700574948309,0.09011572942753227,0.020936648499065805
SN1,65,N3,3,0.5833333333333334,0.41666666666666663,1,12,1,N2,2,-7.354175881154586e-07,1.3899602165818252e-05,1.3919043767332904e-05,0.6911473633404265,0.11740656248513334,0.10044970358028654,0.05257074561455982,0.02023266457704394
SN1,66,N3,3,0.5833333333333334,0.41666666666666663,1,12,1,N2,2,-8.283997525678413e-07,1.7727590769270927e-05,1.7746935527938174e-05,0.7836844584374141,0.09147665499880937,0.05463244319139108,0.03712942179839275,0.013003652614279614
SN1,67,N3,3,0.75,0.25,1,12,1,N2,2,-8.079606543779424e-07,1.4980242410172672e-05,1.5002015300837377e-05,0.6056259527126553,0.13853607627541514,0.1220537185904796,0.08291422369644233,0.019428426377060052
SN1,68,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N2,2,-8.08983858240061e-07,1.3591667015007603e-05,1.361572132241765e-05,0.5327593800693855,0.1911983867514872,0.1238920599716571,0.08819364216495887,0.020893136118151325
SN1,69,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N2,2,-8.686784216994321e-07,1.598239267994511e-05,1.600598256828644e-05,0.7012827123193414,0.10927028780190665,0.08497930246329345,0.05848527349666824,0.01166601683451014
SN1,70,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N2,2,-7.287830698015597e-07,1.681317716778812e-05,1.6828964651405656e-05,0.6979535721228941,0.11597692853245958,0.0881675186491215,0.058923574026005926,0.012391302405818344
SN1,71,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-9.858112671969248e-07,1.5051770862884254e-05,1.5084019025554952e-05,0.7406095726817159,0.10262188712780015,0.08055056372509832,0.03911175142359728,0.013073204759684234
SN1,72,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-7.853844506615041e-07,1.746251787863576e-05,1.7480170462470164e-05,0.6461599373065661,0.1416806171131894,0.11331842634286969,0.049547994395503774,0.013840688909205378
SN1,73,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N3,3,-8.563541429555289e-07,1.5889957064578894e-05,1.5913015991078428e-05,0.7777032406174098,0.09903722517756221,0.062304516757944975,0.028256439560755475,0.011329468492271955
SN1,74,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-7.884784548827634e-07,1.8131876010482452e-05,1.8149011706793384e-05,0.7559198637973171,0.09834038054192412,0.07793451958882738,0.03604136219759009,0.010602717318062253
SN1,75,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-1.0894381038183373e-06,1.789437899976601e-05,1.792751168370329e-05,0.7316930288405004,0.10330706981844019,0.08727446292717272,0.03947550317453503,0.01136408361022656
SN1,76,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-6.45564432223846e-07,1.5946301014225257e-05,1.595936306600091e-05,0.7637323218740893,0.10548815419151608,0.0645645487022822,0.03121942346521054,0.016447363495601636
SN1,77,N3,3,1.0,0.0,0,12,1,N3,3,-9.220763506646985e-07,1.6899323058608624e-05,1.6924459951078976e-05,0.7448630069683764,0.10720164264587995,0.07832137890153508,0.03919978615306949,0.01225503874324264
SN1,78,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-8.724699273682657e-07,1.5699255932753655e-05,1.5723480550319093e-05,0.690668998576812,0.10986469694896185,0.10408541488892771,0.052520925004087254,0.012326876056950502
SN1,79,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N3,3,-7.651243669671989e-07,1.6091901985444138e-05,1.611008146491097e-05,0.7577268217436709,0.09945486338629064,0.07388285595235987,0.03498529409782957,0.013799810485809649
SN1,80,N3,3,1.0,0.0,0,12,1,N3,3,-8.970409617038677e-07,1.6470964886000244e-05,1.6495374101936204e-05,0.7793360142499826,0.09358392769402746,0.06824702492643721,0.028193864255190004,0.011472589956598061
SN1,81,N3,3,1.0,0.0,0,12,1,N3,3,-8.900956992202885e-07,1.4318285721335759e-05,1.434592542680945e-05,0.7416241539645679,0.11806513117664999,0.07007649738248556,0.02636595752337188,0.017310591833870858
SN1,82,N3,3,0.5,0.5,1,12,1,N3,3,-7.872795500517586e-07,1.5908407247910414e-05,1.5927875886485877e-05,0.7008858391048278,0.12054335189507233,0.07366353403140752,0.0638182012658127,0.013330866814121994
SN1,83,N3,3,1.0,0.0,0,12,1,N3,3,-8.971483980195029e-07,1.4888102071787048e-05,1.491510839880216e-05,0.6721263738626494,0.13060187022105982,0.09960638769168993,0.05644104630269735,0.014575451554176068
SN1,84,N3,3,1.0,0.0,0,12,1,N3,3,-9.924701465998405e-07,1.6370731377789516e-05,1.640078787240522e-05,0.7393058289548723,0.12542099596512246,0.07444963073758092,0.025163435505394627,0.01383301258716054
SN1,85,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-7.15975547408411e-07,1.4069007738036554e-05,1.408721405095483e-05,0.661932126034508,0.14618622636196707,0.10296716406228439,0.04457860573969186,0.0164944188471872
SN1,86,N3,3,1.0,0.0,0,12,1,N3,3,-8.933336967123057e-07,1.6662041564310618e-05,1.6685972377554036e-05,0.7730887442607801,0.08798250150930187,0.07347622767219904,0.035729343108383146,0.008738064659327189
SN1,87,N3,3,1.0,0.0,0,12,1,N3,3,-1.0124932611569159e-06,1.7052429368648734e-05,1.7082461473003297e-05,0.7605920416374656,0.1065696922164724,0.06465598243920026,0.03916374572805886,0.008675095875182346
SN1,88,N3,3,1.0,0.0,0,12,1,N3,3,-4.7640719071257466e-07,2.7641395691396067e-05,2.7645500892183013e-05,0.7882106283709358,0.09940408522163358,0.054021861573115455,0.026211191764438615,0.013344731849417101
SN1,89,N3,3,1.0,0.0,0,12,1,N3,3,-1.071132427231604e-06,1.639627536194765e-05,1.6431225469254526e-05,0.6839357201454194,0.13332752646503127,0.11508403234606816,0.03294865406426594,0.01351910501427333
SN1,90,N3,3,1.0,0.0,0,12,1,N3,3,-8.477208530182263e-07,1.6518162246785336e-05,1.6539900684579892e-05,0.7758123056707387,0.09358850479340891,0.05891795493826716,0.03795807108079463,0.01250915943003549
SN1,91,N3,3,1.0,0.0,0,12,1,N3,3,-9.545828897017037e-07,1.6173974377694394e-05,1.620211948059963e-05,0.7682883455802356,0.10010088724103365,0.06859387289707225,0.0306117179568386,0.011485760727377942
SN1,92,N3,3,1.0,0.0,0,12,1,N3,3,-8.188160989482489e-07,1.6168996928882855e-05,1.6189716535199745e-05,0.7248988977059608,0.11890769081883805,0.08787141218630064,0.03431475603657819,0.012003787144572207
SN1,93,N3,3,1.0,0.0,0,12,1,N3,3,-8.230398270065552e-07,1.7001295770675498e-05,1.702120596311635e-05,0.7521952009825232,0.12083683297474196,0.05912926019572278,0.033338746953368074,0.010483302171257957
SN1,94,N3,3,1.0,0.0,0,12,1,N3,3,-9.80351436325882e-07,1.6449790403785152e-05,1.6478977312538793e-05,0.7489701726927942,0.11448905025673235,0.06935986536005177,0.031927129964915715,0.009702358670564024
SN1,95,N3,3,1.0,0.0,0,12,1,N3,3,-7.885333902694354e-07,1.4668632091299621e-05,1.468981117433015e-05,0.7452634443557158,0.10356256261841576,0.07971868466332122,0.03327156109173807,0.014150393695763184
SN1,96,N3,3,1.0,0.0,0,12,1,N3,3,-9.58935411528822e-07,1.756646382548256e-05,1.759261801027554e-05,0.7232199997128365,0.10543571431176967,0.08680871632536122,0.04139852305728769,0.011479873463458126
SN1,97,N3,3,1.0,0.0,0,12,1,N3,3,-7.493431164273285e-07,1.686417851064131e-05,1.6880818461938188e-05,0.7723371499784962,0.11021342455198926,0.06965600661212404,0.023583753228342098,0.009464205565775572
SN1,98,N3,3,1.0,0.0,0,12,1,N3,3,-1.0555006895056272e-06,1.5386046311890295e-05,1.5422208104457023e-05,0.7330227126847273,0.12967063760972547,0.06406574335213337,0.038819561029352155,0.012517786284215786
SN1,99,N3,3,1.0,0.0,0,12,1,N3,3,-9.028644097797449e-07,1.687255498651974e-05,1.6896694230398414e-05,0.827816813468707,0.07085428088493878,0.05473842156929377,0.02417598266830736,0.008643925178576635
SN1,100,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-9.392386826576236e-07,1.5372483952955467e-05,1.5401150352713065e-05,0.7413002475123766,0.12064317938104101,0.06668590268118083,0.035702416766971855,0.012658909044608299
SN1,101,N3,3,1.0,0.0,0,12,1,N3,3,-7.68651472098072e-07,1.360781710406268e-05,1.362950884746693e-05,0.7289718946462057,0.09003625132063998,0.09669114157813465,0.04069016653069339,0.01406757256441746
SN1,102,N3,3,1.0,0.0,0,12,1,N3,3,-7.249356053218828e-07,1.7151421587562124e-05,1.7166735103279115e-05,0.7699836104458587,0.10182420997361813,0.06091006330683288,0.032629341493542,0.012656551043499883
SN1,103,N3,3,1.0,0.0,0,12,1,N3,3,-1.0462511765578002e-06,1.5512448916002753e-05,1.5547691561644886e-05,0.7521470520774434,0.12383266885390315,0.05711007428393168,0.029158702590564883,0.012975874128697563
SN1,104,N3,3,1.0,0.0,0,12,1,N3,3,-9.259455751986564e-07,1.5192091531838286e-05,1.522028318790365e-05,0.7325024009980026,0.12143294885465654,0.07194437906458999,0.03737743353978023,0.012665725147378704
SN1,105,N3,3,1.0,0.0,0,12,1,N3,3,-8.299614445893422e-07,1.4239317451662209e-05,1.426348475964821e-05,0.7561614798027488,0.1118479011901758,0.06270480983762063,0.03620085119758151,0.011836026384318798
SN1,106,N3,3,1.0,0.0,0,12,1,N3,3,-8.957979179846954e-07,1.5493942820908922e-05,1.551981694632578e-05,0.7767950330302268,0.08808662433506603,0.06925467905433343,0.031302370088156256,0.010624986553350844
SN1,107,N3,3,1.0,0.0,0,12,1,N3,3,-9.059552310557132e-07,1.7428056983906603e-05,1.7451588039916964e-05,0.7609071653357887,0.11594360256436673,0.062307041146121185,0.03188309683714325,0.008224041373287883
SN1,108,N3,3,1.0,0.0,0,12,1,N3,3,-8.372106731338105e-07,1.614138654583664e-05,1.6163083905410046e-05,0.7951342536197572,0.08967913195869874,0.04708702722214725,0.03606486339558924,0.010365752230087538
SN1,109,N3,3,0.8333333333333334,0.16666666666666663,0,12,1,N3,3,-1.0319472307180102e-06,1.5414125790544815e-05,1.5448630650440363e-05,0.7855106224615562,0.09907861116839084,0.06679677470986124,0.023183950954105685,0.009591067536128503
SN1,110,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-7.565545757663718e-07,1.4569569798501582e-05,1.458919939337051e-05,0.7402507848367925,0.12390497231638556,0.07419876345271557,0.02745148790077862,0.01269540193121051
SN1,111,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-1.0277237502508845e-06,4.0915243545972815e-05,4.092814887743031e-05,0.9253119084291245,0.041753070461272815,0.012777945413105552,0.00707918047379568,0.005470551213627725
SN1,112,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-1.053698426974389e-06,1.4342788121285152e-05,1.438144121661966e-05,0.6823382852621612,0.1472938491153317,0.07662717353735551,0.04821422163600902,0.0198645736200768
SN1,113,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-6.60668254856688e-07,1.4295478775059828e-05,1.4310737086228696e-05,0.6959243764429374,0.14768075257050697,0.07574223299972437,0.03566475055769729,0.016081243832825526
SN1,114,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-1.0623724801554315e-06,1.4516843575711847e-05,1.4555664968948617e-05,0.6846555231927016,0.14223568872688153,0.07922463546894379,0.051383852467350374,0.014809901871948626
SN1,115,N3,3,0.9166666666666666,0.08333333333333337,0,12,1,N3,3,-8.608791060063433e-07,1.8483376981752268e-05,1.8503414211564522e-05,0.816499249973526,0.08470029585770895,0.054260545588355906,0.020751171089195098,0.00882719997509607
SN1,116,N3,3,1.0,0.0,0,12,1,N3,3,-9.9531270145113e-07,1.5539888190322168e-05,1.557172990843934e-05,0.7139907875908715,0.12233655316168422,0.07725020233570885,0.04826386623561536,0.014242984479368656
SN1,117,N3,3,1.0,0.0,0,12,1,N3,3,-9.260402425505705e-07,1.6235882480928613e-05,1.6262270151038192e-05,0.734480532846449,0.11746594930247803,0.06863738054527103,0.04289552193335312,0.011363695366226327
